Species,AREA,Year,Escapement_Total,Sum of Escapement_Wild
Sockeye,FRASER,2013,1636.1835,1636.1835
Sockeye,FRASER,2013,1671.6955,1671.6955
Sockeye,FRASER,2013,3225.0814,3225.0814
Sockeye,FRASER,2013,3229.0713,3229.0713
Sockeye,FRASER,2013,5797.715,5797.715
Sockeye,FRASER,2013,6952.5903,6952.5903
Sockeye,FRASER,2013,11477.9264,11477.9264
Sockeye,FRASER,2013,12655.2678,12655.2678
Sockeye,FRASER,2013,15834.4032,15834.4032
Sockeye,FRASER,2013,29720.245,29720.245
Sockeye,FRASER,2013,44132.8635,44132.8635
Sockeye,FRASER,2013,44223.5414,44223.5414
Sockeye,FRASER,2013,54932.841,54932.841
Sockeye,FRASER,2013,75337.4659,75337.4659
Sockeye,FRASER,2013,77217.957,77217.957
Sockeye,FRASER,2013,97551.7103,97551.7103
Sockeye,FRASER,2013,130426.8585,130426.8585
Sockeye,FRASER,2013,148781.0981,148781.0981
Sockeye,FRASER,2013,172393.4752,172393.4752
Sockeye,FRASER,2013,239183.2068,239183.2068
Sockeye,FRASER,2013,1183959.071,1183959.071
Sockeye,FRASER,2014,107,107
Sockeye,FRASER,2014,346.032,346.032
Sockeye,FRASER,2014,3267.455,3267.455
Sockeye,FRASER,2014,3634.0815,3634.0815
Sockeye,FRASER,2014,4863.8624,4863.8624
Sockeye,FRASER,2014,11195.6427,11195.6427
Sockeye,FRASER,2014,11418.576,11418.576
Sockeye,FRASER,2014,13454.8362,13454.8362
Sockeye,FRASER,2014,16656.1734,16656.1734
Sockeye,FRASER,2014,20922.1456,20922.1456
Sockeye,FRASER,2014,21581.6057,21581.6057
Sockeye,FRASER,2014,29113.0888,29113.0888
Sockeye,FRASER,2014,33297.8116,33297.8116
Sockeye,FRASER,2014,45454.4684,45454.4684
Sockeye,FRASER,2014,48116.7449,48116.7449
Sockeye,FRASER,2014,53341.729,53341.729
Sockeye,FRASER,2014,231789.6533,231789.6533
Sockeye,FRASER,2014,386626.1487,386626.1487
Sockeye,FRASER,2014,458122.7007,458122.7007
Sockeye,FRASER,2014,817515.0427,817515.0427
Sockeye,FRASER,2014,1020664.182,1020664.182
Sockeye,FRASER,2014,2109783.279,2109783.279
Sockeye,FRASER,2015,34.416,34.416
Sockeye,FRASER,2015,137,137
Sockeye,FRASER,2015,917.77,917.77
Sockeye,FRASER,2015,1391.458,1391.458
Sockeye,FRASER,2015,1942.2102,1942.2102
Sockeye,FRASER,2015,2689.8916,2689.8916
Sockeye,FRASER,2015,3458.038,3458.038
Sockeye,FRASER,2015,5575.6118,5575.6118
Sockeye,FRASER,2015,6322.2706,6322.2706
Sockeye,FRASER,2015,6483.5096,6483.5096
Sockeye,FRASER,2015,7579.3157,7579.3157
Sockeye,FRASER,2015,10942.6788,10942.6788
Sockeye,FRASER,2015,14173.7719,14173.7719
Sockeye,FRASER,2015,15591.6448,15591.6448
Sockeye,FRASER,2015,16945.4501,16945.4501
Sockeye,FRASER,2015,21932.8048,21932.8048
Sockeye,FRASER,2015,37697.2831,37697.2831
Sockeye,FRASER,2015,43538.5765,43538.5765
Sockeye,FRASER,2015,43992.5886,43992.5886
Sockeye,FRASER,2015,94146.899,94146.899
Sockeye,FRASER,2015,114793.2332,114793.2332
Sockeye,FRASER,2015,653597.64,653597.64
Sockeye,FRASER,2016,41,41
Sockeye,FRASER,2016,49,49
Sockeye,FRASER,2016,143,143
Sockeye,FRASER,2016,164,164
Sockeye,FRASER,2016,225.3376,225.3376
Sockeye,FRASER,2016,236,236
Sockeye,FRASER,2016,369.5234,369.5234
Sockeye,FRASER,2016,1001.664,1001.664
Sockeye,FRASER,2016,1196.694,1196.694
Sockeye,FRASER,2016,1573.3008,1573.3008
Sockeye,FRASER,2016,2864.4875,2864.4875
Sockeye,FRASER,2016,6316.147,6316.147
Sockeye,FRASER,2016,6662.6166,6662.6166
Sockeye,FRASER,2016,6791.3794,6791.3794
Sockeye,FRASER,2016,9375.0162,9375.0162
Sockeye,FRASER,2016,25589.0132,25589.0132
Sockeye,FRASER,2016,27563.5944,27563.5944
Sockeye,FRASER,2016,29820.8219,29820.8219
Sockeye,FRASER,2016,52715.2824,52715.2824
Sockeye,FRASER,2016,56418.5968,56418.5968
Sockeye,FRASER,2016,65317.4214,65317.4214
Sockeye,FRASER,2016,134499.8076,134499.8076
Sockeye,FRASER,2017,20,20
Sockeye,FRASER,2017,131.2716,131.2716
Sockeye,FRASER,2017,244,244
Sockeye,FRASER,2017,634.4504,634.4504
Sockeye,FRASER,2017,1032.7958,1032.7958
Sockeye,FRASER,2017,1833.1487,1833.1487
Sockeye,FRASER,2017,3933.436,3933.436
Sockeye,FRASER,2017,4428.7691,4428.7691
Sockeye,FRASER,2017,5478.6122,5478.6122
Sockeye,FRASER,2017,5941.7459,5941.7459
Sockeye,FRASER,2017,6525.4058,6525.4058
Sockeye,FRASER,2017,8020.6703,8020.6703
Sockeye,FRASER,2017,12870.1013,12870.1013
Sockeye,FRASER,2017,13767.474,13767.474
Sockeye,FRASER,2017,17667.7095,17667.7095
Sockeye,FRASER,2017,28855.3537,28855.3537
Sockeye,FRASER,2017,33980.3935,33980.3935
Sockeye,FRASER,2017,48953.3502,48953.3502
Sockeye,FRASER,2017,89387.3354,89387.3354
Sockeye,FRASER,2017,105880.2722,105880.2722
Sockeye,FRASER,2017,142409.0804,142409.0804
Sockeye,FRASER,2017,356268.372,356268.372
Sockeye,FRASER,2018,70,70
Sockeye,FRASER,2018,171,171
Sockeye,FRASER,2018,947.085,947.085
Sockeye,FRASER,2018,1910.4333,1910.4333
Sockeye,FRASER,2018,2171.8914,2171.8914
Sockeye,FRASER,2018,2279.826,2279.826
Sockeye,FRASER,2018,2635.062,2635.062
Sockeye,FRASER,2018,3361.484,3361.484
Sockeye,FRASER,2018,8300.925,8300.925
Sockeye,FRASER,2018,13491.4728,13491.4728
Sockeye,FRASER,2018,13843.992,13843.992
Sockeye,FRASER,2018,14702.53,14702.53
Sockeye,FRASER,2018,14998.0348,14998.0348
Sockeye,FRASER,2018,35459.13,35459.13
Sockeye,FRASER,2018,39676.7937,39676.7937
Sockeye,FRASER,2018,111175.4424,111175.4424
Sockeye,FRASER,2018,111455.4798,111455.4798
Sockeye,FRASER,2018,176648.46,176648.46
Sockeye,FRASER,2018,182167.224,182167.224
Sockeye,FRASER,2018,609460.544,609460.544
Sockeye,FRASER,2018,667254.9188,667254.9188
Sockeye,FRASER,2018,1502077.039,1502077.039
Sockeye,FRASER,2019,20,20
Sockeye,FRASER,2019,50,50
Sockeye,FRASER,2019,89,89
Sockeye,FRASER,2019,176,176
Sockeye,FRASER,2019,520,520
Sockeye,FRASER,2019,524,524
Sockeye,FRASER,2019,609.5293,609.5293
Sockeye,FRASER,2019,1212.2656,1212.2656
Sockeye,FRASER,2019,1347,1347
Sockeye,FRASER,2019,1764.864,1764.864
Sockeye,FRASER,2019,2807.6815,2807.6815
Sockeye,FRASER,2019,2975.515,2975.515
Sockeye,FRASER,2019,3340.87,3340.87
Sockeye,FRASER,2019,3689.0775,3689.0775
Sockeye,FRASER,2019,5220.7185,5220.7185
Sockeye,FRASER,2019,5801,5801
Sockeye,FRASER,2019,9473.0586,9473.0586
Sockeye,FRASER,2019,20522.16,20522.16
Sockeye,FRASER,2019,22198.572,22198.572
Sockeye,FRASER,2019,45558.698,45558.698
Sockeye,FRASER,2019,164422.338,164422.338
Sockeye,FRASER,2019,NA,0
Sockeye,FRASER,2020,20,
Sockeye,FRASER,2020,27,
Sockeye,FRASER,2020,30,
Sockeye,FRASER,2020,60,
Sockeye,FRASER,2020,107,
Sockeye,FRASER,2020,190,
Sockeye,FRASER,2020,344,
Sockeye,FRASER,2020,819,
Sockeye,FRASER,2020,981,
Sockeye,FRASER,2020,2096,
Sockeye,FRASER,2020,2592,
Sockeye,FRASER,2020,4762,
Sockeye,FRASER,2020,5579,
Sockeye,FRASER,2020,6108,
Sockeye,FRASER,2020,6363,
Sockeye,FRASER,2020,6783,
Sockeye,FRASER,2020,29345,
Sockeye,FRASER,2020,31770,
Sockeye,FRASER,2020,44411,
Sockeye,FRASER,2020,55490,
Sockeye,FRASER,2020,75537,
Sockeye,FRASER,2020,(blank),
Sockeye,FRASER,2021,(blank),
Sockeye,FRASER,2022,(blank),
Sockeye,SOUTH COAST,1980,21000,
Sockeye,SOUTH COAST,1980,124942.534,
Sockeye,SOUTH COAST,1980,246041.4109,
Sockeye,SOUTH COAST,1981,40000,
Sockeye,SOUTH COAST,1981,118709.6861,
Sockeye,SOUTH COAST,1981,195123.9818,
Sockeye,SOUTH COAST,1982,56000,
Sockeye,SOUTH COAST,1982,155579.2603,
Sockeye,SOUTH COAST,1982,213477.4163,
Sockeye,SOUTH COAST,1983,45000,
Sockeye,SOUTH COAST,1983,239763.0622,
Sockeye,SOUTH COAST,1983,339203.6871,
Sockeye,SOUTH COAST,1984,61000,
Sockeye,SOUTH COAST,1984,76373.17582,
Sockeye,SOUTH COAST,1984,131000.4259,
Sockeye,SOUTH COAST,1985,16000,
Sockeye,SOUTH COAST,1985,112339.1475,
Sockeye,SOUTH COAST,1985,113688.1032,
Sockeye,SOUTH COAST,1986,3000,
Sockeye,SOUTH COAST,1986,119819.7732,
Sockeye,SOUTH COAST,1986,173915.3583,
Sockeye,SOUTH COAST,1987,26000,
Sockeye,SOUTH COAST,1987,105457.4197,
Sockeye,SOUTH COAST,1987,277561.6341,
Sockeye,SOUTH COAST,1988,35000,
Sockeye,SOUTH COAST,1988,195326.5653,
Sockeye,SOUTH COAST,1988,210518.4807,
Sockeye,SOUTH COAST,1989,36000,
Sockeye,SOUTH COAST,1989,133348.8707,
Sockeye,SOUTH COAST,1989,171651.586,
Sockeye,SOUTH COAST,1990,32000,
Sockeye,SOUTH COAST,1990,93631.45405,
Sockeye,SOUTH COAST,1990,163320.2965,
Sockeye,SOUTH COAST,1991,37000,
Sockeye,SOUTH COAST,1991,140122.8844,
Sockeye,SOUTH COAST,1991,402976.0583,
Sockeye,SOUTH COAST,1992,35000,
Sockeye,SOUTH COAST,1992,149897.5377,
Sockeye,SOUTH COAST,1992,192641.2435,
Sockeye,SOUTH COAST,1993,150000,
Sockeye,SOUTH COAST,1993,187859.5535,
Sockeye,SOUTH COAST,1993,227693.7006,
Sockeye,SOUTH COAST,1994,18000,
Sockeye,SOUTH COAST,1994,113120.7706,
Sockeye,SOUTH COAST,1994,142161.6047,
Sockeye,SOUTH COAST,1995,4000,
Sockeye,SOUTH COAST,1995,40940.28609,
Sockeye,SOUTH COAST,1995,43254.28653,
Sockeye,SOUTH COAST,1996,56000,
Sockeye,SOUTH COAST,1996,157087.4705,
Sockeye,SOUTH COAST,1996,207716.0959,
Sockeye,SOUTH COAST,1997,49000,
Sockeye,SOUTH COAST,1997,126348.6934,
Sockeye,SOUTH COAST,1997,174088.0733,
Sockeye,SOUTH COAST,1998,82000,
Sockeye,SOUTH COAST,1998,142359.794,
Sockeye,SOUTH COAST,1998,184541.7669,
Sockeye,SOUTH COAST,1999,12000,
Sockeye,SOUTH COAST,1999,162775.9967,
Sockeye,SOUTH COAST,1999,203969.221,
Sockeye,SOUTH COAST,2000,23000,
Sockeye,SOUTH COAST,2000,52042.75861,
Sockeye,SOUTH COAST,2000,108568.4425,
Sockeye,SOUTH COAST,2001,11000,
Sockeye,SOUTH COAST,2001,158923.4836,
Sockeye,SOUTH COAST,2001,307105.9177,
Sockeye,SOUTH COAST,2002,18000,
Sockeye,SOUTH COAST,2002,190971.2796,
Sockeye,SOUTH COAST,2002,259481.6302,
Sockeye,SOUTH COAST,2003,3000,
Sockeye,SOUTH COAST,2003,163806.5365,
Sockeye,SOUTH COAST,2003,223545.6125,
Sockeye,SOUTH COAST,2004,3000,
Sockeye,SOUTH COAST,2004,113797.5141,
Sockeye,SOUTH COAST,2004,213021.382,
Sockeye,SOUTH COAST,2005,2000,
Sockeye,SOUTH COAST,2005,131949.391,
Sockeye,SOUTH COAST,2005,172961.8927,
Sockeye,SOUTH COAST,2006,3000,
Sockeye,SOUTH COAST,2006,61940.19361,
Sockeye,SOUTH COAST,2006,135492.6206,
Sockeye,SOUTH COAST,2007,12000,
Sockeye,SOUTH COAST,2007,52837.04901,
Sockeye,SOUTH COAST,2007,67716.87403,
Sockeye,SOUTH COAST,2008,11000,
Sockeye,SOUTH COAST,2008,59588.56228,
Sockeye,SOUTH COAST,2008,65332.57982,
Sockeye,SOUTH COAST,2009,30000,
Sockeye,SOUTH COAST,2009,130289.2303,
Sockeye,SOUTH COAST,2009,203858.4043,
Sockeye,SOUTH COAST,2010,30000,
Sockeye,SOUTH COAST,2010,255339.0849,
Sockeye,SOUTH COAST,2010,296956.462,
Sockeye,SOUTH COAST,2011,20423,
Sockeye,SOUTH COAST,2011,381979.5121,
Sockeye,SOUTH COAST,2011,431213.3766,
Sockeye,SOUTH COAST,2012,17133,
Sockeye,SOUTH COAST,2012,147440.4759,
Sockeye,SOUTH COAST,2012,192226.1533,
Sockeye,SOUTH COAST,2013,12500,
Sockeye,SOUTH COAST,2013,66687.66638,
Sockeye,SOUTH COAST,2013,119848.9749,
Sockeye,SOUTH COAST,2014,11837,
Sockeye,SOUTH COAST,2014,66297.57875,
Sockeye,SOUTH COAST,2014,159750.6359,
Sockeye,SOUTH COAST,2015,6400,
Sockeye,SOUTH COAST,2015,312265.28,
Sockeye,SOUTH COAST,2015,417774.43,
Sockeye,SOUTH COAST,2016,10700,
Sockeye,SOUTH COAST,2016,211925.58,
Sockeye,SOUTH COAST,2016,220952.45,
Sockeye,SOUTH COAST,2017,22704,
Sockeye,SOUTH COAST,2017,125845.74,
Sockeye,SOUTH COAST,2017,142683.87,
Sockeye,SOUTH COAST,2018,12203,
Sockeye,SOUTH COAST,2018,36417.81,
Sockeye,SOUTH COAST,2018,146311.7,
Sockeye,SOUTH COAST,2019,13549,
Sockeye,SOUTH COAST,2019,35982,
Sockeye,SOUTH COAST,2019,91245,
Sockeye,SOUTH COAST,2020,4589,
Sockeye,SOUTH COAST,2020,109174,
Sockeye,SOUTH COAST,2020,131529,
Sockeye,SOUTH COAST,2021,15000,
Sockeye,SOUTH COAST,2021,105441,
Sockeye,SOUTH COAST,2021,220319,
Sockeye,SOUTH COAST,2022,16594,
Sockeye,SOUTH COAST,2022,187430,
Sockeye,SOUTH COAST,2022,358173,
Sockeye,TRANS,1976,34526.08696,
Sockeye,TRANS,1977,67134.78261,
Sockeye,TRANS,1978,82682.6087,
Sockeye,TRANS,1979,26819,
Sockeye,TRANS,1979,30656.52174,
Sockeye,TRANS,1980,41824,
Sockeye,TRANS,1980,47173.91304,
Sockeye,TRANS,1981,80208.69565,
Sockeye,TRANS,1981,111862,
Sockeye,TRANS,1982,48221,
Sockeye,TRANS,1982,125647.8261,
Sockeye,TRANS,1983,50563,
Sockeye,TRANS,1983,78334.78261,
Sockeye,TRANS,1984,44465.21739,
Sockeye,TRANS,1984,70884,
Sockeye,TRANS,1984,113961.5733,
Sockeye,TRANS,1985,75039.13043,
Sockeye,TRANS,1985,109563.3993,
Sockeye,TRANS,1985,157943,
Sockeye,TRANS,1986,51190,
Sockeye,TRANS,1986,99721.73913,
Sockeye,TRANS,1986,100106.2839,
Sockeye,TRANS,1987,27981,
Sockeye,TRANS,1987,40634.78261,
Sockeye,TRANS,1987,82136.25071,
Sockeye,TRANS,1988,25377,
Sockeye,TRANS,1988,33639.13043,
Sockeye,TRANS,1988,79674.42872,
Sockeye,TRANS,1989,53419,
Sockeye,TRANS,1989,94069.56522,
Sockeye,TRANS,1989,95262.66055,
Sockeye,TRANS,1990,37565,
Sockeye,TRANS,1990,96099.11699,
Sockeye,TRANS,1990,106986.9565,
Sockeye,TRANS,1991,76717.3913,
Sockeye,TRANS,1991,95015,
Sockeye,TRANS,1991,129492.5954,
Sockeye,TRANS,1992,79430.43478,
Sockeye,TRANS,1992,125299,
Sockeye,TRANS,1992,137513.762,
Sockeye,TRANS,1993,64873.91304,
Sockeye,TRANS,1993,108624.7681,
Sockeye,TRANS,1993,123402,
Sockeye,TRANS,1994,60400,
Sockeye,TRANS,1994,74147,
Sockeye,TRANS,1994,102578.5373,
Sockeye,TRANS,1995,74427,
Sockeye,TRANS,1995,86160.86957,
Sockeye,TRANS,1995,113739.247,
Sockeye,TRANS,1996,34308.69565,
Sockeye,TRANS,1996,84013,
Sockeye,TRANS,1996,92626.47044,
Sockeye,TRANS,1997,49143.47826,
Sockeye,TRANS,1997,49541,
Sockeye,TRANS,1997,71086,
Sockeye,TRANS,1998,31443,
Sockeye,TRANS,1998,59043.47826,
Sockeye,TRANS,1998,70715.08,
Sockeye,TRANS,1999,16390,
Sockeye,TRANS,1999,22178.26087,
Sockeye,TRANS,1999,92554.92,
Sockeye,TRANS,2000,15802,
Sockeye,TRANS,2000,23573.91304,
Sockeye,TRANS,2000,87224.5,
Sockeye,TRANS,2001,40560.86957,
Sockeye,TRANS,2001,55616,
Sockeye,TRANS,2001,144128,
Sockeye,TRANS,2002,44494,
Sockeye,TRANS,2002,102552.1739,
Sockeye,TRANS,2002,103507,
Sockeye,TRANS,2003,111505,
Sockeye,TRANS,2003,139652.1739,
Sockeye,TRANS,2003,160366,
Sockeye,TRANS,2004,59656.52174,
Sockeye,TRANS,2004,99680,
Sockeye,TRANS,2004,106688,
Sockeye,TRANS,2005,13769.56522,
Sockeye,TRANS,2005,77834,
Sockeye,TRANS,2005,120053,
Sockeye,TRANS,2006,56043.47826,
Sockeye,TRANS,2006,81058,
Sockeye,TRANS,2006,146151,
Sockeye,TRANS,2007,36130.43478,
Sockeye,TRANS,2007,41739,
Sockeye,TRANS,2007,87763,
Sockeye,TRANS,2008,11917.3913,
Sockeye,TRANS,2008,26594,
Sockeye,TRANS,2008,68059,
Sockeye,TRANS,2009,24034.78261,
Sockeye,TRANS,2009,47472,
Sockeye,TRANS,2009,71837.1334,
Sockeye,TRANS,2010,47533,
Sockeye,TRANS,2010,80634.78261,
Sockeye,TRANS,2010,88366.84377,
Sockeye,TRANS,2011,63641,
Sockeye,TRANS,2011,90356.52174,
Sockeye,TRANS,2011,115383.2228,
Sockeye,TRANS,2012,47275,
Sockeye,TRANS,2012,74678.26087,
Sockeye,TRANS,2012,126763.6349,
Sockeye,TRANS,2013,16486.95652,
Sockeye,TRANS,2013,42919,
Sockeye,TRANS,2013,81176.77211,
Sockeye,TRANS,2014,52817.3913,
Sockeye,TRANS,2014,59436,
Sockeye,TRANS,2014,92189.29859,
Sockeye,TRANS,2015,49404.34783,
Sockeye,TRANS,2015,59591,
Sockeye,TRANS,2015,132523.4948,
Sockeye,TRANS,2016,32134.78261,
Sockeye,TRANS,2016,67104,
Sockeye,TRANS,2016,179102.5381,
Sockeye,TRANS,2017,16134.78261,
Sockeye,TRANS,2017,30919,
Sockeye,TRANS,2017,108416.3477,
Sockeye,TRANS,2018,29233,
Sockeye,TRANS,2018,31056.52174,
Sockeye,TRANS,2018,119033.2785,
Sockeye,TRANS,2019,60013,
Sockeye,TRANS,2019,76722.2807,
Sockeye,TRANS,2019,81517.3913,
Sockeye,TRANS,2020,35500,
Sockeye,TRANS,2020,98000,
Sockeye,TRANS,2020,(blank),
Sockeye,TRANS,2021,(blank),
Sockeye,TRANS,2022,(blank),
Sockeye,NORTH COAST,1982,350009,
Sockeye,NORTH COAST,1983,209431,
Sockeye,NORTH COAST,1984,201972,
Sockeye,NORTH COAST,1985,407046,
Sockeye,NORTH COAST,1985,2294961.859,
Sockeye,NORTH COAST,1986,213696,
Sockeye,NORTH COAST,1986,812942.0843,
Sockeye,NORTH COAST,1987,210162,
Sockeye,NORTH COAST,1987,1436754.834,
Sockeye,NORTH COAST,1988,155794,
Sockeye,NORTH COAST,1988,1502650.936,
Sockeye,NORTH COAST,1989,127417,
Sockeye,NORTH COAST,1989,1213315.686,
Sockeye,NORTH COAST,1990,177462,
Sockeye,NORTH COAST,1990,1059700.15,
Sockeye,NORTH COAST,1991,308717,
Sockeye,NORTH COAST,1991,1391931.969,
Sockeye,NORTH COAST,1992,672838,
Sockeye,NORTH COAST,1992,2145286.321,
Sockeye,NORTH COAST,1993,538260,
Sockeye,NORTH COAST,1993,1778000.814,
Sockeye,NORTH COAST,1994,310043,
Sockeye,NORTH COAST,1994,1155789.494,
Sockeye,NORTH COAST,1995,264685,
Sockeye,NORTH COAST,1995,1892065.201,
Sockeye,NORTH COAST,1996,218116,
Sockeye,NORTH COAST,1996,2126455.587,
Sockeye,NORTH COAST,1997,250456,
Sockeye,NORTH COAST,1997,1193808.344,
Sockeye,NORTH COAST,1998,266458,
Sockeye,NORTH COAST,1998,585897.4867,
Sockeye,NORTH COAST,1999,210957,
Sockeye,NORTH COAST,1999,725743.8293,
Sockeye,NORTH COAST,2000,204407,
Sockeye,NORTH COAST,2000,1438334.327,
Sockeye,NORTH COAST,2001,168753,
Sockeye,NORTH COAST,2001,1609302.744,
Sockeye,NORTH COAST,2002,405498,
Sockeye,NORTH COAST,2002,645862.0398,
Sockeye,NORTH COAST,2003,263688,
Sockeye,NORTH COAST,2003,1387204.762,
Sockeye,NORTH COAST,2004,215857,
Sockeye,NORTH COAST,2004,1013958.32,
Sockeye,NORTH COAST,2005,224559,
Sockeye,NORTH COAST,2005,775582.5878,
Sockeye,NORTH COAST,2006,250642,
Sockeye,NORTH COAST,2006,1273094.879,
Sockeye,NORTH COAST,2007,164747,
Sockeye,NORTH COAST,2007,1151357.998,
Sockeye,NORTH COAST,2008,218105,
Sockeye,NORTH COAST,2008,939609.3276,
Sockeye,NORTH COAST,2009,244900,
Sockeye,NORTH COAST,2009,808958.8319,
Sockeye,NORTH COAST,2010,229010,
Sockeye,NORTH COAST,2010,733493.0932,
Sockeye,NORTH COAST,2011,276700,
Sockeye,NORTH COAST,2011,1048232.616,
Sockeye,NORTH COAST,2012,203028,
Sockeye,NORTH COAST,2012,1230445.221,
Sockeye,NORTH COAST,2013,210126,
Sockeye,NORTH COAST,2013,432334.8168,
Sockeye,NORTH COAST,2014,260102,
Sockeye,NORTH COAST,2014,1646036.542,
Sockeye,NORTH COAST,2015,389503,
Sockeye,NORTH COAST,2015,1369348.357,
Sockeye,NORTH COAST,2016,276413,
Sockeye,NORTH COAST,2016,1022181.01,
Sockeye,NORTH COAST,2017,226758,
Sockeye,NORTH COAST,2017,953879.6846,
Sockeye,NORTH COAST,2018,224132,
Sockeye,NORTH COAST,2018,1284960,
Sockeye,NORTH COAST,2019,243659,
Sockeye,NORTH COAST,2019,459813,
Sockeye,NORTH COAST,2020,202400,
Sockeye,NORTH COAST,2020,1287423,
Sockeye,NORTH COAST,2021,349334,
Sockeye,NORTH COAST,2021,1108629,
Sockeye,NORTH COAST,2022,(blank),
