Species,AREA,Year,Escapement_Total,Sum of Escapement_Wild
Chinook,SOUTH COAST,1981,5500,
Chinook,SOUTH COAST,1981,6516,
Chinook,SOUTH COAST,1981,9610.66918,
Chinook,SOUTH COAST,1982,390,
Chinook,SOUTH COAST,1982,1228,
Chinook,SOUTH COAST,1982,4500,
Chinook,SOUTH COAST,1982,7827,
Chinook,SOUTH COAST,1982,15091.22586,
Chinook,SOUTH COAST,1983,0,
Chinook,SOUTH COAST,1983,833,
Chinook,SOUTH COAST,1983,3770,
Chinook,SOUTH COAST,1983,4500,
Chinook,SOUTH COAST,1983,12977.33233,
Chinook,SOUTH COAST,1984,175,
Chinook,SOUTH COAST,1984,2297,
Chinook,SOUTH COAST,1984,5000,
Chinook,SOUTH COAST,1984,5450,
Chinook,SOUTH COAST,1984,9291.51122,
Chinook,SOUTH COAST,1985,91,
Chinook,SOUTH COAST,1985,3500,
Chinook,SOUTH COAST,1985,4548,
Chinook,SOUTH COAST,1985,5806,
Chinook,SOUTH COAST,1985,13347.91128,
Chinook,SOUTH COAST,1986,73,
Chinook,SOUTH COAST,1986,1791,
Chinook,SOUTH COAST,1986,1832,
Chinook,SOUTH COAST,1986,4176,
Chinook,SOUTH COAST,1986,24804.35491,
Chinook,SOUTH COAST,1987,30,
Chinook,SOUTH COAST,1987,879,
Chinook,SOUTH COAST,1987,1937,
Chinook,SOUTH COAST,1987,3774,
Chinook,SOUTH COAST,1987,33135.48182,
Chinook,SOUTH COAST,1988,250,
Chinook,SOUTH COAST,1988,260,
Chinook,SOUTH COAST,1988,6200,
Chinook,SOUTH COAST,1988,6783.75991,
Chinook,SOUTH COAST,1988,9141.591264,
Chinook,SOUTH COAST,1989,300,
Chinook,SOUTH COAST,1989,854,
Chinook,SOUTH COAST,1989,5000,
Chinook,SOUTH COAST,1989,7908,
Chinook,SOUTH COAST,1989,46339.69968,
Chinook,SOUTH COAST,1990,3759,
Chinook,SOUTH COAST,1990,5300,
Chinook,SOUTH COAST,1990,6737,
Chinook,SOUTH COAST,1990,7753,
Chinook,SOUTH COAST,1990,13694.18581,
Chinook,SOUTH COAST,1991,1085,
Chinook,SOUTH COAST,1991,5580,
Chinook,SOUTH COAST,1991,6000,
Chinook,SOUTH COAST,1991,8164,
Chinook,SOUTH COAST,1991,25452.1448,
Chinook,SOUTH COAST,1992,670,
Chinook,SOUTH COAST,1992,6548,
Chinook,SOUTH COAST,1992,8500,
Chinook,SOUTH COAST,1992,8929,
Chinook,SOUTH COAST,1992,17742.312,
Chinook,SOUTH COAST,1993,548,
Chinook,SOUTH COAST,1993,4209.295793,
Chinook,SOUTH COAST,1993,5058,
Chinook,SOUTH COAST,1993,6062,
Chinook,SOUTH COAST,1993,9980,
Chinook,SOUTH COAST,1994,261,
Chinook,SOUTH COAST,1994,3992.442212,
Chinook,SOUTH COAST,1994,5050,
Chinook,SOUTH COAST,1994,6498,
Chinook,SOUTH COAST,1994,8097,
Chinook,SOUTH COAST,1995,194,
Chinook,SOUTH COAST,1995,5688,
Chinook,SOUTH COAST,1995,5729.240329,
Chinook,SOUTH COAST,1995,5964,
Chinook,SOUTH COAST,1995,14300,
Chinook,SOUTH COAST,1996,209,
Chinook,SOUTH COAST,1996,4566.600781,
Chinook,SOUTH COAST,1996,5653,
Chinook,SOUTH COAST,1996,9449,
Chinook,SOUTH COAST,1996,12980,
Chinook,SOUTH COAST,1997,333,
Chinook,SOUTH COAST,1997,3765,
Chinook,SOUTH COAST,1997,4764,
Chinook,SOUTH COAST,1997,9845,
Chinook,SOUTH COAST,1997,11563,
Chinook,SOUTH COAST,1998,448,
Chinook,SOUTH COAST,1998,4371,
Chinook,SOUTH COAST,1998,5897,
Chinook,SOUTH COAST,1998,11136,
Chinook,SOUTH COAST,1998,21021,
Chinook,SOUTH COAST,1999,1874,
Chinook,SOUTH COAST,1999,4500,
Chinook,SOUTH COAST,1999,5854,
Chinook,SOUTH COAST,1999,12214.98176,
Chinook,SOUTH COAST,1999,15779,
Chinook,SOUTH COAST,2000,1200,
Chinook,SOUTH COAST,2000,2868,
Chinook,SOUTH COAST,2000,5109,
Chinook,SOUTH COAST,2000,6373,
Chinook,SOUTH COAST,2000,6945,
Chinook,SOUTH COAST,2000,17841,
Chinook,SOUTH COAST,2001,2900,
Chinook,SOUTH COAST,2001,3283,
Chinook,SOUTH COAST,2001,6811,
Chinook,SOUTH COAST,2001,10492.15395,
Chinook,SOUTH COAST,2001,10615,
Chinook,SOUTH COAST,2001,12941,
Chinook,SOUTH COAST,2002,600,
Chinook,SOUTH COAST,2002,2505,
Chinook,SOUTH COAST,2002,7566,
Chinook,SOUTH COAST,2002,9697,
Chinook,SOUTH COAST,2002,11112,
Chinook,SOUTH COAST,2002,13506,
Chinook,SOUTH COAST,2003,260,
Chinook,SOUTH COAST,2003,2494,
Chinook,SOUTH COAST,2003,7401,
Chinook,SOUTH COAST,2003,12071,
Chinook,SOUTH COAST,2003,13446,
Chinook,SOUTH COAST,2003,14057.40458,
Chinook,SOUTH COAST,2004,323,
Chinook,SOUTH COAST,2004,2226,
Chinook,SOUTH COAST,2004,2450,
Chinook,SOUTH COAST,2004,4290,
Chinook,SOUTH COAST,2004,7081,
Chinook,SOUTH COAST,2004,8246.885573,
Chinook,SOUTH COAST,2004,10864,
Chinook,SOUTH COAST,2004,19790,
Chinook,SOUTH COAST,2004,(blank),
Chinook,SOUTH COAST,2005,430,
Chinook,SOUTH COAST,2005,950,
Chinook,SOUTH COAST,2005,1527,
Chinook,SOUTH COAST,2005,2920,
Chinook,SOUTH COAST,2005,3834,
Chinook,SOUTH COAST,2005,4793,
Chinook,SOUTH COAST,2005,7410,
Chinook,SOUTH COAST,2005,8741,
Chinook,SOUTH COAST,2005,9526,
Chinook,SOUTH COAST,2006,590,
Chinook,SOUTH COAST,2006,1001,
Chinook,SOUTH COAST,2006,1069,
Chinook,SOUTH COAST,2006,5305,
Chinook,SOUTH COAST,2006,13622,
Chinook,SOUTH COAST,2006,13676,
Chinook,SOUTH COAST,2006,15604,
Chinook,SOUTH COAST,2006,15605,
Chinook,SOUTH COAST,2006,(blank),
Chinook,SOUTH COAST,2007,231,
Chinook,SOUTH COAST,2007,370,
Chinook,SOUTH COAST,2007,1860,
Chinook,SOUTH COAST,2007,4522,
Chinook,SOUTH COAST,2007,6786,
Chinook,SOUTH COAST,2007,6867,
Chinook,SOUTH COAST,2007,8039,
Chinook,SOUTH COAST,2007,8140,
Chinook,SOUTH COAST,2007,10254,
Chinook,SOUTH COAST,2008,370,
Chinook,SOUTH COAST,2008,833,
Chinook,SOUTH COAST,2008,1109,
Chinook,SOUTH COAST,2008,4096,
Chinook,SOUTH COAST,2008,4436,
Chinook,SOUTH COAST,2008,4682,
Chinook,SOUTH COAST,2008,5794,
Chinook,SOUTH COAST,2008,6621,
Chinook,SOUTH COAST,2008,7851,
Chinook,SOUTH COAST,2009,349,
Chinook,SOUTH COAST,2009,540,
Chinook,SOUTH COAST,2009,2549,
Chinook,SOUTH COAST,2009,4800,
Chinook,SOUTH COAST,2009,6272,
Chinook,SOUTH COAST,2009,9406,
Chinook,SOUTH COAST,2009,11541,
Chinook,SOUTH COAST,2009,12040,
Chinook,SOUTH COAST,2009,(blank),
Chinook,SOUTH COAST,2010,784,
Chinook,SOUTH COAST,2010,1619,
Chinook,SOUTH COAST,2010,2419,
Chinook,SOUTH COAST,2010,3241,
Chinook,SOUTH COAST,2010,3560,
Chinook,SOUTH COAST,2010,4756,
Chinook,SOUTH COAST,2010,7928,
Chinook,SOUTH COAST,2010,8025,
Chinook,SOUTH COAST,2010,11482,
Chinook,SOUTH COAST,2011,1125,
Chinook,SOUTH COAST,2011,1326,
Chinook,SOUTH COAST,2011,2786,
Chinook,SOUTH COAST,2011,3829,
Chinook,SOUTH COAST,2011,5207,
Chinook,SOUTH COAST,2011,5506,
Chinook,SOUTH COAST,2011,5579,
Chinook,SOUTH COAST,2011,7331,
Chinook,SOUTH COAST,2011,10511,
Chinook,SOUTH COAST,2012,218,
Chinook,SOUTH COAST,2012,820,
Chinook,SOUTH COAST,2012,1714,
Chinook,SOUTH COAST,2012,2526,
Chinook,SOUTH COAST,2012,2668,
Chinook,SOUTH COAST,2012,3171,
Chinook,SOUTH COAST,2012,5253,
Chinook,SOUTH COAST,2012,8999,
Chinook,SOUTH COAST,2012,20492,
Chinook,SOUTH COAST,2013,839,
Chinook,SOUTH COAST,2013,855,
Chinook,SOUTH COAST,2013,3469,
Chinook,SOUTH COAST,2013,4116,
Chinook,SOUTH COAST,2013,4148,
Chinook,SOUTH COAST,2013,4362,
Chinook,SOUTH COAST,2013,4866,
Chinook,SOUTH COAST,2013,16670,
Chinook,SOUTH COAST,2013,21279,
Chinook,SOUTH COAST,2014,997,
Chinook,SOUTH COAST,2014,1249,
Chinook,SOUTH COAST,2014,2169,
Chinook,SOUTH COAST,2014,3959,
Chinook,SOUTH COAST,2014,4185,
Chinook,SOUTH COAST,2014,5978,
Chinook,SOUTH COAST,2014,8388,
Chinook,SOUTH COAST,2014,11037,
Chinook,SOUTH COAST,2014,20821,
Chinook,SOUTH COAST,2015,593,
Chinook,SOUTH COAST,2015,1242,
Chinook,SOUTH COAST,2015,2434,
Chinook,SOUTH COAST,2015,5023,
Chinook,SOUTH COAST,2015,5984,
Chinook,SOUTH COAST,2015,6631,
Chinook,SOUTH COAST,2015,7925,
Chinook,SOUTH COAST,2015,18051.28704,
Chinook,SOUTH COAST,2015,23366,
Chinook,SOUTH COAST,2016,464,
Chinook,SOUTH COAST,2016,4964,
Chinook,SOUTH COAST,2016,5005,
Chinook,SOUTH COAST,2016,5641,
Chinook,SOUTH COAST,2016,7787,
Chinook,SOUTH COAST,2016,8183,
Chinook,SOUTH COAST,2016,19433.06028,
Chinook,SOUTH COAST,2016,22006,
Chinook,SOUTH COAST,2016,(blank),
Chinook,SOUTH COAST,2017,960,
Chinook,SOUTH COAST,2017,1253,
Chinook,SOUTH COAST,2017,4211,
Chinook,SOUTH COAST,2017,6882,
Chinook,SOUTH COAST,2017,7072,
Chinook,SOUTH COAST,2017,10590,
Chinook,SOUTH COAST,2017,12405,
Chinook,SOUTH COAST,2017,17749,
Chinook,SOUTH COAST,2017,20087.72964,
Chinook,SOUTH COAST,2018,461,
Chinook,SOUTH COAST,2018,763,
Chinook,SOUTH COAST,2018,4074,
Chinook,SOUTH COAST,2018,4411,
Chinook,SOUTH COAST,2018,6336,
Chinook,SOUTH COAST,2018,10675,
Chinook,SOUTH COAST,2018,10903.29818,
Chinook,SOUTH COAST,2018,14353,
Chinook,SOUTH COAST,2018,16060,
Chinook,SOUTH COAST,2019,267,
Chinook,SOUTH COAST,2019,1739,
Chinook,SOUTH COAST,2019,5142,
Chinook,SOUTH COAST,2019,9681,
Chinook,SOUTH COAST,2019,10250,
Chinook,SOUTH COAST,2019,15348,
Chinook,SOUTH COAST,2019,15624,
Chinook,SOUTH COAST,2019,17045,
Chinook,SOUTH COAST,2019,18696,
Chinook,SOUTH COAST,2020,722,
Chinook,SOUTH COAST,2020,907,
Chinook,SOUTH COAST,2020,7016,
Chinook,SOUTH COAST,2020,8737,
Chinook,SOUTH COAST,2020,9851,
Chinook,SOUTH COAST,2020,10360,
Chinook,SOUTH COAST,2020,12223,
Chinook,SOUTH COAST,2020,12274,
Chinook,SOUTH COAST,2020,13150,
Chinook,SOUTH COAST,2021,744,
Chinook,SOUTH COAST,2021,992,
Chinook,SOUTH COAST,2021,7948,
Chinook,SOUTH COAST,2021,10074,
Chinook,SOUTH COAST,2021,10661,
Chinook,SOUTH COAST,2021,11213,
Chinook,SOUTH COAST,2021,12205,
Chinook,SOUTH COAST,2021,12902,
Chinook,SOUTH COAST,2021,16581,
Chinook,SOUTH COAST,2022,131,
Chinook,SOUTH COAST,2022,390,
Chinook,SOUTH COAST,2022,1564,
Chinook,SOUTH COAST,2022,5029,
Chinook,SOUTH COAST,2022,5841,
Chinook,SOUTH COAST,2022,8332,
Chinook,SOUTH COAST,2022,9029,
Chinook,SOUTH COAST,2022,(blank),
Chinook,TRANS,1976,4612,
Chinook,TRANS,1977,11576,
Chinook,TRANS,1978,10704,
Chinook,TRANS,1979,9816,
Chinook,TRANS,1980,9948,
Chinook,TRANS,1981,7852,
Chinook,TRANS,1982,7876,
Chinook,TRANS,1983,8948,
Chinook,TRANS,1984,6288,
Chinook,TRANS,1985,5132,
Chinook,TRANS,1986,10428,
Chinook,TRANS,1987,9964,
Chinook,TRANS,1988,7976,
Chinook,TRANS,1989,9156,
Chinook,TRANS,1989,40329,
Chinook,TRANS,1990,6968,
Chinook,TRANS,1990,52142,
Chinook,TRANS,1991,8992,
Chinook,TRANS,1991,51645,
Chinook,TRANS,1992,4968,
Chinook,TRANS,1992,55889,
Chinook,TRANS,1993,12880,
Chinook,TRANS,1993,66125,
Chinook,TRANS,1994,14512,
Chinook,TRANS,1994,48368,
Chinook,TRANS,1995,21576,
Chinook,TRANS,1995,33805,
Chinook,TRANS,1996,13528,
Chinook,TRANS,1996,28787,
Chinook,TRANS,1996,79019,
Chinook,TRANS,1997,11316,
Chinook,TRANS,1997,26808,
Chinook,TRANS,1997,114938,
Chinook,TRANS,1998,5388,
Chinook,TRANS,1998,25779,
Chinook,TRANS,1998,31039,
Chinook,TRANS,1999,8672,
Chinook,TRANS,1999,16786,
Chinook,TRANS,1999,19781,
Chinook,TRANS,2000,5284,
Chinook,TRANS,2000,26056,
Chinook,TRANS,2000,34997,
Chinook,TRANS,2001,6952,
Chinook,TRANS,2001,46644,
Chinook,TRANS,2001,63129,
Chinook,TRANS,2002,8536,
Chinook,TRANS,2002,50455,
Chinook,TRANS,2002,55044,
Chinook,TRANS,2003,6644,
Chinook,TRANS,2003,36435,
Chinook,TRANS,2003,47015,
Chinook,TRANS,2004,9780,
Chinook,TRANS,2004,48490,
Chinook,TRANS,2004,75032,
Chinook,TRANS,2005,3852,
Chinook,TRANS,2005,38599.33333,
Chinook,TRANS,2005,39836,
Chinook,TRANS,2006,2264,
Chinook,TRANS,2006,24405,
Chinook,TRANS,2006,42191.49231,
Chinook,TRANS,2007,2704,
Chinook,TRANS,2007,14559,
Chinook,TRANS,2007,14748.96429,
Chinook,TRANS,2008,1864,
Chinook,TRANS,2008,18352,
Chinook,TRANS,2008,26644.93023,
Chinook,TRANS,2009,6072,
Chinook,TRANS,2009,12972,
Chinook,TRANS,2009,22760.95062,
Chinook,TRANS,2010,9036,
Chinook,TRANS,2010,15148,
Chinook,TRANS,2010,28769.3931,
Chinook,TRANS,2011,6440,
Chinook,TRANS,2011,14511,
Chinook,TRANS,2011,19672,
Chinook,TRANS,2012,2772,
Chinook,TRANS,2012,16713,
Chinook,TRANS,2012,22332,
Chinook,TRANS,2013,4908,
Chinook,TRANS,2013,16784,
Chinook,TRANS,2013,18002,
Chinook,TRANS,2014,3328,
Chinook,TRANS,2014,23532,
Chinook,TRANS,2014,24374,
Chinook,TRANS,2015,5552,
Chinook,TRANS,2015,21597,
Chinook,TRANS,2015,23567,
Chinook,TRANS,2016,2584,
Chinook,TRANS,2016,9177,
Chinook,TRANS,2016,10554,
Chinook,TRANS,2017,1772,
Chinook,TRANS,2017,7335,
Chinook,TRANS,2017,8214,
Chinook,TRANS,2018,4312,
Chinook,TRANS,2018,7271,
Chinook,TRANS,2018,8603,
Chinook,TRANS,2019,6356,
Chinook,TRANS,2019,11558,
Chinook,TRANS,2019,13817,
Chinook,TRANS,2020,5330,
Chinook,TRANS,2020,9753,
Chinook,TRANS,2020,15593,
Chinook,TRANS,2021,(blank),
Chinook,TRANS,2022,(blank),
Chinook,YUKON,1985,145359,
Chinook,YUKON,1986,159082,
Chinook,YUKON,1987,174128,
Chinook,YUKON,1988,145675,
Chinook,YUKON,1989,164516,
Chinook,YUKON,1990,151188,
Chinook,YUKON,1991,124382,
Chinook,YUKON,1992,154219,
Chinook,YUKON,1993,131528,
Chinook,YUKON,1994,172885,
Chinook,YUKON,1995,168502,
Chinook,YUKON,1996,182564,
Chinook,YUKON,1997,161700,
Chinook,YUKON,1998,88282,
Chinook,YUKON,1999,110446,
Chinook,YUKON,2000,52842,
Chinook,YUKON,2001,85663,
Chinook,YUKON,2002,81486,
Chinook,YUKON,2003,149980,
Chinook,YUKON,2004,117246,
Chinook,YUKON,2005,123612,
Chinook,YUKON,2006,119485,
Chinook,YUKON,2007,88018,
Chinook,YUKON,2008,62611,
Chinook,YUKON,2009,87221,
Chinook,YUKON,2010,59741,
Chinook,YUKON,2011,71725,
Chinook,YUKON,2012,48498,
Chinook,YUKON,2013,37177,
Chinook,YUKON,2014,64886,
Chinook,YUKON,2015,87323,
Chinook,YUKON,2016,83043,
Chinook,YUKON,2017,92622,
Chinook,YUKON,2018,76530,
Chinook,YUKON,2019,72620,
Chinook,YUKON,2020,45501,
Chinook,YUKON,2021,(blank),
Chinook,YUKON,2022,(blank),
Chinook,NORTH COAST,1975,20319,
Chinook,NORTH COAST,1976,13078,
Chinook,NORTH COAST,1977,13688,
Chinook,NORTH COAST,1977,29018,
Chinook,NORTH COAST,1978,15485,
Chinook,NORTH COAST,1978,22661,
Chinook,NORTH COAST,1979,12234,
Chinook,NORTH COAST,1979,18488,
Chinook,NORTH COAST,1980,16135,
Chinook,NORTH COAST,1980,23429,
Chinook,NORTH COAST,1981,12220,
Chinook,NORTH COAST,1981,24523,
Chinook,NORTH COAST,1982,7593,
Chinook,NORTH COAST,1982,17092,
Chinook,NORTH COAST,1983,12576,
Chinook,NORTH COAST,1983,23562,
Chinook,NORTH COAST,1984,19694,
Chinook,NORTH COAST,1984,37598,
Chinook,NORTH COAST,1985,16425,
Chinook,NORTH COAST,1985,53599,
Chinook,NORTH COAST,1986,34642,
Chinook,NORTH COAST,1986,59968,
Chinook,NORTH COAST,1987,18231,
Chinook,NORTH COAST,1987,59120,
Chinook,NORTH COAST,1988,14284,
Chinook,NORTH COAST,1988,68705,
Chinook,NORTH COAST,1989,26456,
Chinook,NORTH COAST,1989,57202,
Chinook,NORTH COAST,1990,23999,
Chinook,NORTH COAST,1990,55976,
Chinook,NORTH COAST,1991,7013,
Chinook,NORTH COAST,1991,52753,
Chinook,NORTH COAST,1992,16837,
Chinook,NORTH COAST,1992,63392,
Chinook,NORTH COAST,1993,23676,
Chinook,NORTH COAST,1993,66977,
Chinook,NORTH COAST,1994,21169,
Chinook,NORTH COAST,1994,48782,
Chinook,NORTH COAST,1995,7844,
Chinook,NORTH COAST,1995,34390,
Chinook,NORTH COAST,1996,21899,
Chinook,NORTH COAST,1996,73684,
Chinook,NORTH COAST,1997,18700,
Chinook,NORTH COAST,1997,42539,
Chinook,NORTH COAST,1998,25304,
Chinook,NORTH COAST,1998,46744,
Chinook,NORTH COAST,1999,13421,
Chinook,NORTH COAST,1999,43775,
Chinook,NORTH COAST,2000,23481,
Chinook,NORTH COAST,2000,51720,
Chinook,NORTH COAST,2001,31915,
Chinook,NORTH COAST,2001,81504,
Chinook,NORTH COAST,2002,15382,
Chinook,NORTH COAST,2002,44771,
Chinook,NORTH COAST,2003,28330,
Chinook,NORTH COAST,2003,56758,
Chinook,NORTH COAST,2004,18185,
Chinook,NORTH COAST,2004,44243,
Chinook,NORTH COAST,2005,17844,
Chinook,NORTH COAST,2005,29496,
Chinook,NORTH COAST,2006,27743,
Chinook,NORTH COAST,2006,33094,
Chinook,NORTH COAST,2007,21953,
Chinook,NORTH COAST,2007,33352,
Chinook,NORTH COAST,2008,20198,
Chinook,NORTH COAST,2008,32963,
Chinook,NORTH COAST,2009,28710,
Chinook,NORTH COAST,2009,38297,
Chinook,NORTH COAST,2010,19341,
Chinook,NORTH COAST,2010,43331,
Chinook,NORTH COAST,2011,9639,
Chinook,NORTH COAST,2011,37073,
Chinook,NORTH COAST,2012,9815,
Chinook,NORTH COAST,2012,34024,
Chinook,NORTH COAST,2013,9306,
Chinook,NORTH COAST,2013,26699,
Chinook,NORTH COAST,2014,13108,
Chinook,NORTH COAST,2014,28496,
Chinook,NORTH COAST,2015,19465,
Chinook,NORTH COAST,2015,41658,
Chinook,NORTH COAST,2016,9037,
Chinook,NORTH COAST,2016,34153,
Chinook,NORTH COAST,2017,4419.24755,
Chinook,NORTH COAST,2017,18480,
Chinook,NORTH COAST,2018,14470,
Chinook,NORTH COAST,2018,35005,
Chinook,NORTH COAST,2019,10492.57143,
Chinook,NORTH COAST,2019,23248,
Chinook,NORTH COAST,2020,12868,
Chinook,NORTH COAST,2020,16647,
Chinook,NORTH COAST,2021,14034,
Chinook,NORTH COAST,2021,20277,
Chinook,NORTH COAST,2022,(blank),
Chum,FRASER,2002,1972855,0
Chum,FRASER,2003,1318122,0
Chum,FRASER,2004,2275626,0
Chum,FRASER,2005,1083494,0
Chum,FRASER,2006,1694308,0
Chum,FRASER,2007,912235,0
Chum,FRASER,2008,824240,0
Chum,FRASER,2009,383380,0
Chum,FRASER,2010,512954,0
Chum,FRASER,2011,892769,0
Chum,FRASER,2012,1210546,0
Chum,FRASER,2013,813607,0
Chum,FRASER,2014,996800,0
Chum,FRASER,2015,792024,0
Chum,FRASER,2016,1714959,0
Chum,FRASER,2017,578422,0
Chum,FRASER,2018,637163,0
Chum,FRASER,2019,264222,0
Chum,FRASER,2020,(blank),
Chum,FRASER,2021,(blank),
Chum,FRASER,2022,(blank),
Chum,SOUTH COAST,1997,2262042,
Chum,SOUTH COAST,1998,4858396,
Chum,SOUTH COAST,1999,3423953,
Chum,SOUTH COAST,2000,972323,
Chum,SOUTH COAST,2001,4110225,
Chum,SOUTH COAST,2002,3489424,
Chum,SOUTH COAST,2003,2229917,
Chum,SOUTH COAST,2004,3642966,
Chum,SOUTH COAST,2005,1822380,
Chum,SOUTH COAST,2006,2659546,
Chum,SOUTH COAST,2007,1971240,
Chum,SOUTH COAST,2008,1656126,
Chum,SOUTH COAST,2009,1477642,
Chum,SOUTH COAST,2010,1057985,
Chum,SOUTH COAST,2011,2050861,
Chum,SOUTH COAST,2012,2635633,
Chum,SOUTH COAST,2013,1986893,
Chum,SOUTH COAST,2014,1507541,
Chum,SOUTH COAST,2015,1498122,
Chum,SOUTH COAST,2016,3462301,
Chum,SOUTH COAST,2017,1311855,
Chum,SOUTH COAST,2018,1252453,
Chum,SOUTH COAST,2019,509919,
Chum,SOUTH COAST,2020,(blank),
Chum,SOUTH COAST,2021,(blank),
Chum,SOUTH COAST,2022,(blank),
Chum,YUKON,1971,312800,
Chum,YUKON,1972,35230,
Chum,YUKON,1973,15991,
Chum,YUKON,1974,31841,
Chum,YUKON,1975,353282,
Chum,YUKON,1976,36584,
Chum,YUKON,1977,88400,
Chum,YUKON,1978,40800,
Chum,YUKON,1979,119898,
Chum,YUKON,1980,55268,
Chum,YUKON,1981,57386,
Chum,YUKON,1982,15901,
Chum,YUKON,1983,27200,
Chum,YUKON,1984,15150,
Chum,YUKON,1985,56223,
Chum,YUKON,1986,31811,
Chum,YUKON,1987,49038,
Chum,YUKON,1988,23645,
Chum,YUKON,1989,44042,
Chum,YUKON,1990,35000,
Chum,YUKON,1991,37870,
Chum,YUKON,1992,22539,
Chum,YUKON,1993,28707,
Chum,YUKON,1994,65247,
Chum,YUKON,1995,51971,
Chum,YUKON,1996,77302,
Chum,YUKON,1997,27031,
Chum,YUKON,1998,13687,
Chum,YUKON,1998,70000,
Chum,YUKON,1999,12958,
Chum,YUKON,1999,116000,
Chum,YUKON,2000,5057,
Chum,YUKON,2000,66000,
Chum,YUKON,2001,21737,
Chum,YUKON,2001,49000,
Chum,YUKON,2002,13636,
Chum,YUKON,2002,113000,
Chum,YUKON,2003,29713,
Chum,YUKON,2003,182000,
Chum,YUKON,2004,20417,
Chum,YUKON,2004,193000,
Chum,YUKON,2005,119058,
Chum,YUKON,2005,558000,
Chum,YUKON,2006,30954,
Chum,YUKON,2006,330000,
Chum,YUKON,2007,32150,
Chum,YUKON,2007,347000,
Chum,YUKON,2008,19086,
Chum,YUKON,2008,269000,
Chum,YUKON,2009,25828,
Chum,YUKON,2009,128000,
Chum,YUKON,2010,15413,
Chum,YUKON,2010,143000,
Chum,YUKON,2011,13085,
Chum,YUKON,2011,326000,
Chum,YUKON,2012,22399,
Chum,YUKON,2012,238000,
Chum,YUKON,2013,25376,
Chum,YUKON,2013,303000,
Chum,YUKON,2014,7304,
Chum,YUKON,2014,223000,
Chum,YUKON,2015,8351,
Chum,YUKON,2015,205000,
Chum,YUKON,2016,29397,
Chum,YUKON,2016,298000,
Chum,YUKON,2017,48524,
Chum,YUKON,2017,563000,
Chum,YUKON,2018,10151,
Chum,YUKON,2018,279000,
Chum,YUKON,2019,18171,
Chum,YUKON,2019,178000,
Chum,YUKON,2020,4795,
Chum,YUKON,2020,25000,
Chum,YUKON,2021,(blank),
Chum,YUKON,2022,(blank),
Coho,FRASER,1975,8337,8337
Coho,FRASER,1975,27492,27492
Coho,FRASER,1976,5657,5657
Coho,FRASER,1976,25367,25367
Coho,FRASER,1977,12729,12729
Coho,FRASER,1977,30334,30334
Coho,FRASER,1978,11645,11645
Coho,FRASER,1978,32298,32298
Coho,FRASER,1979,14660,14660
Coho,FRASER,1979,21306,21306
Coho,FRASER,1980,9582,9582
Coho,FRASER,1980,10936,10936
Coho,FRASER,1981,5458,5458
Coho,FRASER,1981,21055,21055
Coho,FRASER,1982,7780,7780
Coho,FRASER,1982,23634,23633
Coho,FRASER,1983,7986,7964
Coho,FRASER,1983,21485,21442
Coho,FRASER,1984,4726,4726
Coho,FRASER,1984,6808,6808
Coho,FRASER,1984,16945,16945
Coho,FRASER,1984,41395,41389
Coho,FRASER,1985,4365,4365
Coho,FRASER,1985,5189,5051
Coho,FRASER,1985,17987,17883
Coho,FRASER,1985,18295,18295
Coho,FRASER,1986,1875,1822
Coho,FRASER,1986,4002,4002
Coho,FRASER,1986,16885,15919
Coho,FRASER,1986,30693,30245
Coho,FRASER,1987,3528,3528
Coho,FRASER,1987,5924,5841
Coho,FRASER,1987,23281,16742
Coho,FRASER,1987,31264,30692
Coho,FRASER,1988,6058,4379
Coho,FRASER,1988,7941,7892
Coho,FRASER,1988,27552,23168
Coho,FRASER,1988,35039,33469
Coho,FRASER,1989,6519,4165
Coho,FRASER,1989,6672,6587
Coho,FRASER,1989,18607,14162
Coho,FRASER,1989,24558,23192
Coho,FRASER,1990,2592,2553
Coho,FRASER,1990,8173,6517
Coho,FRASER,1990,10319,8356
Coho,FRASER,1990,17552,16577
Coho,FRASER,1991,2960,2878
Coho,FRASER,1991,4615,3994
Coho,FRASER,1991,7017,5787
Coho,FRASER,1991,12242,10683
Coho,FRASER,1992,6193,6136
Coho,FRASER,1992,7977,5991
Coho,FRASER,1992,13563,11930
Coho,FRASER,1992,15927,14837
Coho,FRASER,1993,2536,2160
Coho,FRASER,1993,6550,6226
Coho,FRASER,1993,7624,7607
Coho,FRASER,1993,15555,14276
Coho,FRASER,1994,1913,1912
Coho,FRASER,1994,4916,4047
Coho,FRASER,1994,10390,4247
Coho,FRASER,1994,14897,13573
Coho,FRASER,1995,2366,2335
Coho,FRASER,1995,4057,3206
Coho,FRASER,1995,5345,5127
Coho,FRASER,1995,12463,12164
Coho,FRASER,1996,1184,1153
Coho,FRASER,1996,1373,1313
Coho,FRASER,1996,1855,1289
Coho,FRASER,1996,5923,5792
Coho,FRASER,1997,1419,1404
Coho,FRASER,1997,1665,1655
Coho,FRASER,1997,7521,6102
Coho,FRASER,1997,8519,7990
Coho,FRASER,1998,2165,466
Coho,FRASER,1998,4850,4832
Coho,FRASER,1998,5154,5105
Coho,FRASER,1998,5460,5460
Coho,FRASER,1998,9786,9269
Coho,FRASER,1999,1652,1606
Coho,FRASER,1999,3136,3081
Coho,FRASER,1999,3992,1298
Coho,FRASER,1999,4096,4096
